date,sku,category,unit_price,lead_time_days,promotion,inventory,demand
2024-03-14,SKU-013,Home,454.51,2,0,234.71,50.5
2024-03-15,SKU-013,Home,454.51,2,0,194.6,56.71
2024-03-16,SKU-013,Home,454.51,2,0,548.42,65.51
2024-03-17,SKU-013,Home,454.51,2,1,533.13,81.87
2024-03-18,SKU-013,Home,454.51,2,0,415.33,49.33
2024-03-19,SKU-013,Home,454.51,2,0,377.36,53.01
2024-03-20,SKU-013,Home,454.51,2,0,365.51,54.27
2024-03-21,SKU-013,Home,454.51,2,0,440.5,59.13
2024-03-22,SKU-013,Home,454.51,2,0,412.57,60.01
2024-03-23,SKU-013,Home,454.51,2,1,701.78,90.67
2024-03-24,SKU-013,Home,454.51,2,0,399.25,60.53
2024-03-25,SKU-013,Home,454.51,2,0,375.24,51.49
2024-03-26,SKU-013,Home,454.51,2,0,310.77,53.48
2024-03-27,SKU-013,Home,454.51,2,0,227.52,49.27
2024-03-28,SKU-013,Home,454.51,2,0,413.35,57.56
2024-03-29,SKU-013,Home,454.51,2,0,284.97,58.17
2024-03-30,SKU-013,Home,454.51,2,0,365.3,60.4
2024-03-31,SKU-013,Home,454.51,2,0,231.4,61.85
2024-04-01,SKU-013,Home,454.51,2,1,494.98,71.24
2024-04-02,SKU-013,Home,454.51,2,0,443.24,54.99
2024-04-03,SKU-013,Home,454.51,2,0,510.04,59.16
2024-04-04,SKU-013,Home,454.51,2,0,168.14,53.14
2024-04-05,SKU-013,Home,454.51,2,0,327.07,58.43
2024-04-06,SKU-013,Home,454.51,2,0,304.11,70.47
2024-04-07,SKU-013,Home,454.51,2,0,620.94,69.74
2024-04-08,SKU-013,Home,454.51,2,1,451.15,73.19
2024-04-09,SKU-013,Home,454.51,2,0,306.97,57.48
2024-04-10,SKU-013,Home,454.51,2,0,360.62,49.73
2024-04-11,SKU-013,Home,454.51,2,1,252.82,69.72
2024-04-12,SKU-013,Home,454.51,2,0,243.94,57.99
2024-04-13,SKU-013,Home,454.51,2,0,387.46,62.2
2024-04-14,SKU-013,Home,454.51,2,0,390.62,57.78
2024-04-15,SKU-013,Home,454.51,2,0,216.45,60.09
2024-04-16,SKU-013,Home,454.51,2,0,192.91,59.22
2024-04-17,SKU-013,Home,454.51,2,0,501.83,60.81
2024-04-18,SKU-013,Home,454.51,2,0,483.08,58.24
2024-04-19,SKU-013,Home,454.51,2,0,297.1,61.66
2024-04-20,SKU-013,Home,454.51,2,0,262.87,75.27
2024-04-21,SKU-013,Home,454.51,2,0,214.15,64.51
2024-04-22,SKU-013,Home,454.51,2,0,227.5,54.35
2024-04-23,SKU-013,Home,454.51,2,0,477.61,57.54
2024-04-24,SKU-013,Home,454.51,2,0,447.78,63.24
2024-04-25,SKU-013,Home,454.51,2,1,262.12,82.43
2024-04-26,SKU-013,Home,454.51,2,1,715.89,80.85
2024-04-27,SKU-013,Home,454.51,2,0,251.38,73.81
2024-04-28,SKU-013,Home,454.51,2,0,344.9,68.08
2024-04-29,SKU-013,Home,454.51,2,0,299.94,63.62
2024-04-30,SKU-013,Home,454.51,2,0,442.86,66.06
2024-05-01,SKU-013,Home,454.51,2,0,404.79,60.5
2024-05-02,SKU-013,Home,454.51,2,0,454.18,60.34
2024-05-03,SKU-013,Home,454.51,2,0,239.58,59.61
2024-05-04,SKU-013,Home,454.51,2,0,604.51,68.84
2024-05-05,SKU-013,Home,454.51,2,0,431.97,71.2
2024-05-06,SKU-013,Home,454.51,2,0,253.53,55.52
2024-05-07,SKU-013,Home,454.51,2,0,229.68,64.06
2024-05-08,SKU-013,Home,454.51,2,0,252.95,58.42
2024-05-09,SKU-013,Home,454.51,2,0,407.43,65.07
2024-05-10,SKU-013,Home,454.51,2,0,554.19,60.7
2024-05-11,SKU-013,Home,454.51,2,0,216.45,73.39
2024-05-12,SKU-013,Home,454.51,2,0,455.03,77.67
2024-05-13,SKU-013,Home,454.51,2,0,399.84,55.85
2024-05-14,SKU-013,Home,454.51,2,0,290.62,68.36
2024-05-15,SKU-013,Home,454.51,2,0,513.47,63.88
2024-05-16,SKU-013,Home,454.51,2,1,617.29,80.21
2024-05-17,SKU-013,Home,454.51,2,0,441.02,58.8
2024-05-18,SKU-013,Home,454.51,2,0,376.49,73.17
2024-05-19,SKU-013,Home,454.51,2,0,366.92,74.59
2024-05-20,SKU-013,Home,454.51,2,0,242.84,64.31
2024-05-21,SKU-013,Home,454.51,2,0,477.88,71.25
2024-05-22,SKU-013,Home,454.51,2,0,626.53,75.04
2024-05-23,SKU-013,Home,454.51,2,0,374.0,65.75
2024-05-24,SKU-013,Home,454.51,2,0,527.14,69.01
2024-05-25,SKU-013,Home,454.51,2,0,554.0,77.78
2024-05-26,SKU-013,Home,454.51,2,0,481.16,73.39
2024-05-27,SKU-013,Home,454.51,2,0,411.84,69.05
2024-05-28,SKU-013,Home,454.51,2,0,293.96,65.68
2024-05-29,SKU-013,Home,454.51,2,0,277.9,61.12
2024-05-30,SKU-013,Home,454.51,2,0,542.39,73.04
2024-05-31,SKU-013,Home,454.51,2,0,586.57,68.29
2024-06-01,SKU-013,Home,454.51,2,1,652.56,88.87
2024-06-02,SKU-013,Home,454.51,2,1,652.83,100.89
2024-06-03,SKU-013,Home,454.51,2,0,379.29,63.28
2024-06-04,SKU-013,Home,454.51,2,1,728.45,84.1
2024-06-05,SKU-013,Home,454.51,2,0,286.85,66.7
2024-06-06,SKU-013,Home,454.51,2,0,515.94,63.14
2024-06-07,SKU-013,Home,454.51,2,0,200.13,70.1
2024-06-08,SKU-013,Home,454.51,2,0,406.69,75.39
2024-06-09,SKU-013,Home,454.51,2,0,468.89,69.19
2024-06-10,SKU-013,Home,454.51,2,0,574.53,69.51
2024-06-11,SKU-013,Home,454.51,2,0,522.38,66.68
2024-06-12,SKU-013,Home,454.51,2,0,569.04,71.75
2024-06-13,SKU-013,Home,454.51,2,0,318.12,78.96
2024-06-14,SKU-013,Home,454.51,2,0,357.57,70.34
2024-06-15,SKU-013,Home,454.51,2,1,611.55,82.37
2024-06-16,SKU-013,Home,454.51,2,1,483.48,96.44
2024-06-17,SKU-013,Home,454.51,2,0,479.45,61.37
2024-06-18,SKU-013,Home,454.51,2,0,439.5,78.48
2024-06-19,SKU-013,Home,454.51,2,0,394.22,60.89
2024-06-20,SKU-013,Home,454.51,2,0,505.95,69.18
2024-06-21,SKU-013,Home,454.51,2,0,374.62,68.3
2024-06-22,SKU-013,Home,454.51,2,0,307.16,73.83
2024-06-23,SKU-013,Home,454.51,2,0,681.79,81.65
2024-06-24,SKU-013,Home,454.51,2,0,422.26,64.23
2024-06-25,SKU-013,Home,454.51,2,0,575.72,70.16
2024-06-26,SKU-013,Home,454.51,2,0,554.85,69.34
2024-06-27,SKU-013,Home,454.51,2,0,417.78,70.13
2024-06-28,SKU-013,Home,454.51,2,1,400.34,88.94
2024-06-29,SKU-013,Home,454.51,2,0,378.12,81.53
2024-06-30,SKU-013,Home,454.51,2,1,339.75,97.49
2024-07-01,SKU-013,Home,454.51,2,0,304.49,63.65
2024-07-02,SKU-013,Home,454.51,2,0,244.98,73.01
2024-07-03,SKU-013,Home,454.51,2,0,279.74,76.5
2024-07-04,SKU-013,Home,454.51,2,0,447.46,67.64
2024-07-05,SKU-013,Home,454.51,2,1,332.1,94.96
2024-07-06,SKU-013,Home,454.51,2,0,575.33,77.07
2024-07-07,SKU-013,Home,454.51,2,0,358.9,81.32
2024-07-08,SKU-013,Home,454.51,2,1,592.37,88.89
2024-07-09,SKU-013,Home,454.51,2,0,230.28,73.33
2024-07-10,SKU-013,Home,454.51,2,0,258.5,71.34
2024-07-11,SKU-013,Home,454.51,2,1,534.59,95.2
2024-07-12,SKU-013,Home,454.51,2,0,378.7,72.31
2024-07-13,SKU-013,Home,454.51,2,0,467.72,75.27
2024-07-14,SKU-013,Home,454.51,2,0,485.7,68.9
2024-07-15,SKU-013,Home,454.51,2,0,475.84,64.3
2024-07-16,SKU-013,Home,454.51,2,0,470.23,61.36
2024-07-17,SKU-013,Home,454.51,2,0,510.41,75.16
2024-07-18,SKU-013,Home,454.51,2,0,310.54,65.8
2024-07-19,SKU-013,Home,454.51,2,0,410.17,72.37
2024-07-20,SKU-013,Home,454.51,2,0,387.74,70.84
2024-07-21,SKU-013,Home,454.51,2,0,582.53,76.48
2024-07-22,SKU-013,Home,454.51,2,0,273.71,73.69
2024-07-23,SKU-013,Home,454.51,2,0,567.77,76.32
2024-07-24,SKU-013,Home,454.51,2,0,329.3,62.51
2024-07-25,SKU-013,Home,454.51,2,1,689.05,92.91
2024-07-26,SKU-013,Home,454.51,2,0,256.5,64.58
2024-07-27,SKU-013,Home,454.51,2,0,460.25,78.53
2024-07-28,SKU-013,Home,454.51,2,0,574.9,81.18
2024-07-29,SKU-013,Home,454.51,2,0,337.34,67.04
2024-07-30,SKU-013,Home,454.51,2,0,324.62,75.54
2024-07-31,SKU-013,Home,454.51,2,0,518.97,67.42
2024-08-01,SKU-013,Home,454.51,2,0,436.49,64.13
2024-08-02,SKU-013,Home,454.51,2,0,272.86,72.47
2024-08-03,SKU-013,Home,454.51,2,0,341.68,85.51
2024-08-04,SKU-013,Home,454.51,2,0,718.85,83.82
2024-08-05,SKU-013,Home,454.51,2,0,395.14,68.91
2024-08-06,SKU-013,Home,454.51,2,0,258.21,65.8
2024-08-07,SKU-013,Home,454.51,2,0,389.52,63.37
2024-08-08,SKU-013,Home,454.51,2,0,255.54,63.96
2024-08-09,SKU-013,Home,454.51,2,0,569.06,74.74
2024-08-10,SKU-013,Home,454.51,2,0,568.55,75.72
2024-08-11,SKU-013,Home,454.51,2,0,708.57,79.52
2024-08-12,SKU-013,Home,454.51,2,0,302.86,65.5
2024-08-13,SKU-013,Home,454.51,2,0,442.1,76.2
2024-08-14,SKU-013,Home,454.51,2,0,253.26,68.78
2024-08-15,SKU-013,Home,454.51,2,0,569.41,67.78
2024-08-16,SKU-013,Home,454.51,2,1,269.68,80.61
2024-08-17,SKU-013,Home,454.51,2,0,511.89,70.39
2024-08-18,SKU-013,Home,454.51,2,0,536.21,69.32
2024-08-19,SKU-013,Home,454.51,2,0,320.48,62.07
2024-08-20,SKU-013,Home,454.51,2,0,478.17,61.83
2024-08-21,SKU-013,Home,454.51,2,0,274.43,75.06
2024-08-22,SKU-013,Home,454.51,2,0,516.62,67.87
2024-08-23,SKU-013,Home,454.51,2,0,585.88,75.31
2024-08-24,SKU-013,Home,454.51,2,0,543.4,80.27
2024-08-25,SKU-013,Home,454.51,2,1,917.56,100.68
2024-08-26,SKU-013,Home,454.51,2,0,325.1,69.95
2024-08-27,SKU-013,Home,454.51,2,1,424.26,83.18
2024-08-28,SKU-013,Home,454.51,2,0,305.42,66.58
2024-08-29,SKU-013,Home,454.51,2,0,307.75,62.97
2024-08-30,SKU-013,Home,454.51,2,0,490.76,67.47
2024-08-31,SKU-013,Home,454.51,2,0,407.2,70.24
2024-09-01,SKU-013,Home,454.51,2,0,367.76,67.79
2024-09-02,SKU-013,Home,454.51,2,0,419.83,75.16
2024-09-03,SKU-013,Home,454.51,2,0,326.24,67.16
2024-09-04,SKU-013,Home,454.51,2,0,497.85,69.02
2024-09-05,SKU-013,Home,454.51,2,0,534.0,67.79
2024-09-06,SKU-013,Home,454.51,2,0,530.57,69.43
2024-09-07,SKU-013,Home,454.51,2,1,707.78,95.36
2024-09-08,SKU-013,Home,454.51,2,0,245.47,69.16
2024-09-09,SKU-013,Home,454.51,2,0,301.51,65.34
2024-09-10,SKU-013,Home,454.51,2,0,448.54,63.07
2024-09-11,SKU-013,Home,454.51,2,0,465.35,71.9
2024-09-12,SKU-013,Home,454.51,2,0,207.64,61.29
2024-09-13,SKU-013,Home,454.51,2,1,687.48,79.58
2024-09-14,SKU-013,Home,454.51,2,0,483.08,72.16
2024-09-15,SKU-013,Home,454.51,2,1,746.02,90.6
2024-09-16,SKU-013,Home,454.51,2,0,380.79,57.84
2024-09-17,SKU-013,Home,454.51,2,0,289.76,74.55
2024-09-18,SKU-013,Home,454.51,2,0,412.87,62.93
2024-09-19,SKU-013,Home,454.51,2,0,453.36,58.15
2024-09-20,SKU-013,Home,454.51,2,0,389.89,57.91
2024-09-21,SKU-013,Home,454.51,2,1,600.74,97.16
2024-09-22,SKU-013,Home,454.51,2,0,203.31,64.87
2024-09-23,SKU-013,Home,454.51,2,0,521.69,65.97
2024-09-24,SKU-013,Home,454.51,2,1,452.33,78.07
2024-09-25,SKU-013,Home,454.51,2,0,257.17,62.96
2024-09-26,SKU-013,Home,454.51,2,0,532.24,66.15
2024-09-27,SKU-013,Home,454.51,2,0,471.28,65.8
2024-09-28,SKU-013,Home,454.51,2,1,788.62,88.82
2024-09-29,SKU-013,Home,454.51,2,0,446.02,67.46
2024-09-30,SKU-013,Home,454.51,2,0,394.03,58.95
2024-10-01,SKU-013,Home,454.51,2,0,431.85,65.82
2024-10-02,SKU-013,Home,454.51,2,0,631.59,67.83
2024-10-03,SKU-013,Home,454.51,2,0,401.48,52.97
2024-10-04,SKU-013,Home,454.51,2,0,172.51,59.23
2024-10-05,SKU-013,Home,454.51,2,0,503.3,72.64
2024-10-06,SKU-013,Home,454.51,2,1,265.72,82.39
2024-10-07,SKU-013,Home,454.51,2,0,183.29,54.93
2024-10-08,SKU-013,Home,454.51,2,0,324.66,66.36
2024-10-09,SKU-013,Home,454.51,2,0,308.98,62.36
2024-10-10,SKU-013,Home,454.51,2,0,531.42,61.31
2024-10-11,SKU-013,Home,454.51,2,1,238.17,69.93
2024-10-12,SKU-013,Home,454.51,2,0,520.73,73.56
2024-10-13,SKU-013,Home,454.51,2,0,276.74,70.57
2024-10-14,SKU-013,Home,454.51,2,0,458.56,56.78
2024-10-15,SKU-013,Home,454.51,2,0,391.46,62.38
2024-10-16,SKU-013,Home,454.51,2,0,351.02,54.14
2024-10-17,SKU-013,Home,454.51,2,0,196.8,58.62
2024-10-18,SKU-013,Home,454.51,2,0,366.4,63.55
2024-10-19,SKU-013,Home,454.51,2,0,380.82,58.08
2024-10-20,SKU-013,Home,454.51,2,0,498.35,63.21
2024-10-21,SKU-013,Home,454.51,2,1,399.53,78.4
2024-10-22,SKU-013,Home,454.51,2,0,326.82,51.81
2024-10-23,SKU-013,Home,454.51,2,1,543.67,73.57
2024-10-24,SKU-013,Home,454.51,2,1,676.5,79.2
2024-10-25,SKU-013,Home,454.51,2,0,462.49,60.61
2024-10-26,SKU-013,Home,454.51,2,0,216.62,55.3
2024-10-27,SKU-013,Home,454.51,2,0,472.05,57.06
2024-10-28,SKU-013,Home,454.51,2,0,297.73,50.51
2024-10-29,SKU-013,Home,454.51,2,0,209.32,51.24
2024-10-30,SKU-013,Home,454.51,2,0,310.93,55.18
2024-10-31,SKU-013,Home,454.51,2,0,241.28,55.41
2024-11-01,SKU-013,Home,454.51,2,0,295.73,65.57
2024-11-02,SKU-013,Home,454.51,2,0,383.49,62.08
2024-11-03,SKU-013,Home,454.51,2,0,243.72,56.68
2024-11-04,SKU-013,Home,454.51,2,0,476.25,58.68
2024-11-05,SKU-013,Home,454.51,2,0,478.66,53.75
2024-11-06,SKU-013,Home,454.51,2,0,158.55,49.98
2024-11-07,SKU-013,Home,454.51,2,0,407.43,50.72
2024-11-08,SKU-013,Home,454.51,2,0,426.08,56.79
2024-11-09,SKU-013,Home,454.51,2,0,293.34,64.22
2024-11-10,SKU-013,Home,454.51,2,0,291.14,64.78
2024-11-11,SKU-013,Home,454.51,2,0,176.13,44.79
2024-11-12,SKU-013,Home,454.51,2,0,359.82,54.37
2024-11-13,SKU-013,Home,454.51,2,1,488.21,66.34
2024-11-14,SKU-013,Home,454.51,2,0,296.12,51.64
2024-11-15,SKU-013,Home,454.51,2,0,346.55,56.19
2024-11-16,SKU-013,Home,454.51,2,0,214.48,71.41
2024-11-17,SKU-013,Home,454.51,2,0,550.59,65.63
2024-11-18,SKU-013,Home,454.51,2,0,288.12,59.08
2024-11-19,SKU-013,Home,454.51,2,0,176.35,51.09
2024-11-20,SKU-013,Home,454.51,2,0,288.51,54.81
2024-11-21,SKU-013,Home,454.51,2,0,255.52,48.19
2024-11-22,SKU-013,Home,454.51,2,0,280.97,54.19
2024-11-23,SKU-013,Home,454.51,2,1,680.71,80.3
2024-11-24,SKU-013,Home,454.51,2,0,175.18,55.28
2024-11-25,SKU-013,Home,454.51,2,0,292.29,52.19
2024-11-26,SKU-013,Home,454.51,2,0,437.14,48.45
2024-11-27,SKU-013,Home,454.51,2,0,186.91,53.02
2024-11-28,SKU-013,Home,454.51,2,0,285.49,50.79
2024-11-29,SKU-013,Home,454.51,2,0,292.23,53.36
2024-11-30,SKU-013,Home,454.51,2,0,369.13,50.37
2024-12-01,SKU-013,Home,454.51,2,1,513.59,70.3
2024-12-02,SKU-013,Home,454.51,2,0,395.62,53.99
2024-12-03,SKU-013,Home,454.51,2,1,528.89,65.7
2024-12-04,SKU-013,Home,454.51,2,0,324.94,42.18
2024-12-05,SKU-013,Home,454.51,2,0,403.08,48.37
2024-12-06,SKU-013,Home,454.51,2,0,405.19,54.62
2024-12-07,SKU-013,Home,454.51,2,0,385.7,50.03
2024-12-08,SKU-013,Home,454.51,2,0,145.26,45.56
2024-12-09,SKU-013,Home,454.51,2,0,168.47,44.92
2024-12-10,SKU-013,Home,454.51,2,0,150.23,49.54
2024-12-11,SKU-013,Home,454.51,2,0,468.11,50.31
2024-12-12,SKU-013,Home,454.51,2,0,363.02,52.32
2024-12-13,SKU-013,Home,454.51,2,0,176.44,42.54
2024-12-14,SKU-013,Home,454.51,2,0,324.11,51.28
2024-12-15,SKU-013,Home,454.51,2,1,306.71,67.63
2024-12-16,SKU-013,Home,454.51,2,0,425.04,49.52
2024-12-17,SKU-013,Home,454.51,2,0,251.88,47.51
2024-12-18,SKU-013,Home,454.51,2,0,390.7,48.72
2024-12-19,SKU-013,Home,454.51,2,0,186.56,51.24
2024-12-20,SKU-013,Home,454.51,2,0,181.44,44.23
2024-12-21,SKU-013,Home,454.51,2,0,256.57,55.41
2024-12-22,SKU-013,Home,454.51,2,0,425.93,58.95
2024-12-23,SKU-013,Home,454.51,2,0,484.86,58.35
2024-12-24,SKU-013,Home,454.51,2,0,419.27,49.01
2024-12-25,SKU-013,Home,454.51,2,0,434.98,55.54
2024-12-26,SKU-013,Home,454.51,2,0,345.41,47.52
2024-12-27,SKU-013,Home,454.51,2,0,325.74,47.52
2024-12-28,SKU-013,Home,454.51,2,0,320.41,53.33
2024-12-29,SKU-013,Home,454.51,2,0,535.16,62.53
2024-12-30,SKU-013,Home,454.51,2,0,433.36,49.92
2024-12-31,SKU-013,Home,454.51,2,0,335.55,53.16
2025-01-01,SKU-013,Home,454.51,2,0,198.84,44.65
2025-01-02,SKU-013,Home,454.51,2,0,438.32,53.8
2025-01-03,SKU-013,Home,454.51,2,0,437.4,52.12
2025-01-04,SKU-013,Home,454.51,2,0,194.12,51.05
2025-01-05,SKU-013,Home,454.51,2,0,459.84,51.98
2025-01-06,SKU-013,Home,454.51,2,0,435.82,50.84
2025-01-07,SKU-013,Home,454.51,2,0,352.47,43.57
2025-01-08,SKU-013,Home,454.51,2,0,168.72,44.18
2025-01-09,SKU-013,Home,454.51,2,1,537.67,63.22
2025-01-10,SKU-013,Home,454.51,2,0,216.48,47.74
2025-01-11,SKU-013,Home,454.51,2,0,416.99,47.76
2025-01-12,SKU-013,Home,454.51,2,0,387.81,55.08
2025-01-13,SKU-013,Home,454.51,2,0,320.1,41.66
2025-01-14,SKU-013,Home,454.51,2,0,177.09,45.71
2025-01-15,SKU-013,Home,454.51,2,0,433.71,51.11
2025-01-16,SKU-013,Home,454.51,2,0,382.71,48.98
2025-01-17,SKU-013,Home,454.51,2,1,492.45,59.84
2025-01-18,SKU-013,Home,454.51,2,0,353.08,45.28
2025-01-19,SKU-013,Home,454.51,2,0,294.7,50.97
2025-01-20,SKU-013,Home,454.51,2,1,531.79,59.42
2025-01-21,SKU-013,Home,454.51,2,0,256.03,45.83
2025-01-22,SKU-013,Home,454.51,2,0,390.34,47.28
2025-01-23,SKU-013,Home,454.51,2,0,369.66,53.42
2025-01-24,SKU-013,Home,454.51,2,0,423.93,50.63
2025-01-25,SKU-013,Home,454.51,2,0,399.13,54.99
2025-01-26,SKU-013,Home,454.51,2,0,272.01,50.63
2025-01-27,SKU-013,Home,454.51,2,0,247.58,46.28
2025-01-28,SKU-013,Home,454.51,2,0,482.71,55.95
2025-01-29,SKU-013,Home,454.51,2,0,370.11,50.56
2025-01-30,SKU-013,Home,454.51,2,0,256.95,52.84
2025-01-31,SKU-013,Home,454.51,2,0,208.02,49.84
2025-02-01,SKU-013,Home,454.51,2,1,482.87,71.09
2025-02-02,SKU-013,Home,454.51,2,0,288.1,54.0
2025-02-03,SKU-013,Home,454.51,2,1,497.62,65.76
2025-02-04,SKU-013,Home,454.51,2,0,265.15,50.39
2025-02-05,SKU-013,Home,454.51,2,0,398.6,51.07
2025-02-06,SKU-013,Home,454.51,2,1,457.53,54.85
2025-02-07,SKU-013,Home,454.51,2,0,198.14,50.74
2025-02-08,SKU-013,Home,454.51,2,0,224.96,51.78
2025-02-09,SKU-013,Home,454.51,2,1,363.89,73.78
2025-02-10,SKU-013,Home,454.51,2,0,335.1,51.96
2025-02-11,SKU-013,Home,454.51,2,0,152.56,59.26
2025-02-12,SKU-013,Home,454.51,2,0,276.14,40.96
2025-02-13,SKU-013,Home,454.51,2,1,580.8,67.17
2025-02-14,SKU-013,Home,454.51,2,0,341.57,50.04
2025-02-15,SKU-013,Home,454.51,2,1,402.23,67.74
2025-02-16,SKU-013,Home,454.51,2,0,324.9,48.5
2025-02-17,SKU-013,Home,454.51,2,0,427.38,55.36
2025-02-18,SKU-013,Home,454.51,2,0,273.34,46.18
2025-02-19,SKU-013,Home,454.51,2,0,225.46,44.56
2025-02-20,SKU-013,Home,454.51,2,0,283.58,48.55
2025-02-21,SKU-013,Home,454.51,2,1,415.76,60.92
2025-02-22,SKU-013,Home,454.51,2,1,234.12,65.31
2025-02-23,SKU-013,Home,454.51,2,0,352.5,57.22
2025-02-24,SKU-013,Home,454.51,2,0,452.31,57.82
2025-02-25,SKU-013,Home,454.51,2,0,373.37,52.29
2025-02-26,SKU-013,Home,454.51,2,0,317.17,46.86
2025-02-27,SKU-013,Home,454.51,2,0,340.59,50.82
2025-02-28,SKU-013,Home,454.51,2,0,231.78,52.8
2025-03-01,SKU-013,Home,454.51,2,0,503.76,57.45
2025-03-02,SKU-013,Home,454.51,2,1,298.26,69.6
2025-03-03,SKU-013,Home,454.51,2,0,234.99,51.39
2025-03-04,SKU-013,Home,454.51,2,0,350.14,50.32
2025-03-05,SKU-013,Home,454.51,2,0,283.29,48.73
2025-03-06,SKU-013,Home,454.51,2,0,299.06,56.55
2025-03-07,SKU-013,Home,454.51,2,0,270.38,53.56
2025-03-08,SKU-013,Home,454.51,2,0,522.38,67.31
2025-03-09,SKU-013,Home,454.51,2,0,442.37,63.02
2025-03-10,SKU-013,Home,454.51,2,0,338.98,53.15
2025-03-11,SKU-013,Home,454.51,2,0,198.34,49.9
2025-03-12,SKU-013,Home,454.51,2,0,174.88,45.66
2025-03-13,SKU-013,Home,454.51,2,0,394.89,49.28
2025-03-14,SKU-013,Home,454.51,2,0,355.47,51.32
2025-03-15,SKU-013,Home,454.51,2,1,408.11,78.1
2025-03-16,SKU-013,Home,454.51,2,0,210.67,58.96
2025-03-17,SKU-013,Home,454.51,2,0,276.49,49.57
2025-03-18,SKU-013,Home,454.51,2,0,214.0,51.47
2025-03-19,SKU-013,Home,454.51,2,0,181.08,55.42
2025-03-20,SKU-013,Home,454.51,2,0,293.36,43.79
2025-03-21,SKU-013,Home,454.51,2,0,329.38,46.24
2025-03-22,SKU-013,Home,454.51,2,0,321.2,67.02
2025-03-23,SKU-013,Home,454.51,2,0,299.06,50.33
2025-03-24,SKU-013,Home,454.51,2,0,161.06,52.48
2025-03-25,SKU-013,Home,454.51,2,0,199.71,44.14
2025-03-26,SKU-013,Home,454.51,2,0,394.77,49.04
2025-03-27,SKU-013,Home,454.51,2,0,408.15,49.55
2025-03-28,SKU-013,Home,454.51,2,0,225.49,42.95
2025-03-29,SKU-013,Home,454.51,2,0,230.52,57.64
2025-03-30,SKU-013,Home,454.51,2,1,671.59,82.39
2025-03-31,SKU-013,Home,454.51,2,0,225.22,58.33
2025-04-01,SKU-013,Home,454.51,2,1,377.59,70.21
2025-04-02,SKU-013,Home,454.51,2,0,429.79,50.93
2025-04-03,SKU-013,Home,454.51,2,0,444.72,63.45
2025-04-04,SKU-013,Home,454.51,2,0,402.36,59.23
2025-04-05,SKU-013,Home,454.51,2,0,587.09,62.88
2025-04-06,SKU-013,Home,454.51,2,1,370.55,83.1
2025-04-07,SKU-013,Home,454.51,2,0,512.43,59.27
2025-04-08,SKU-013,Home,454.51,2,0,343.36,46.36
2025-04-09,SKU-013,Home,454.51,2,0,193.01,64.39
2025-04-10,SKU-013,Home,454.51,2,1,206.83,70.01
2025-04-11,SKU-013,Home,454.51,2,0,347.56,62.44
2025-04-12,SKU-013,Home,454.51,2,0,432.41,58.17
2025-04-13,SKU-013,Home,454.51,2,1,739.98,87.89
2025-04-14,SKU-013,Home,454.51,2,0,394.85,60.97
2025-04-15,SKU-013,Home,454.51,2,0,575.24,68.67
2025-04-16,SKU-013,Home,454.51,2,0,316.04,62.18
2025-04-17,SKU-013,Home,454.51,2,1,430.87,75.92
2025-04-18,SKU-013,Home,454.51,2,1,321.45,78.31
2025-04-19,SKU-013,Home,454.51,2,0,450.37,59.31
2025-04-20,SKU-013,Home,454.51,2,0,384.4,71.46
2025-04-21,SKU-013,Home,454.51,2,0,259.39,58.82
2025-04-22,SKU-013,Home,454.51,2,0,362.32,65.39
2025-04-23,SKU-013,Home,454.51,2,0,187.71,59.18
2025-04-24,SKU-013,Home,454.51,2,0,353.42,63.83
2025-04-25,SKU-013,Home,454.51,2,0,262.64,52.19
2025-04-26,SKU-013,Home,454.51,2,0,330.53,65.74
2025-04-27,SKU-013,Home,454.51,2,0,244.18,67.72
2025-04-28,SKU-013,Home,454.51,2,0,262.32,61.89
2025-04-29,SKU-013,Home,454.51,2,0,426.3,57.35
2025-04-30,SKU-013,Home,454.51,2,0,477.76,62.08
2025-05-01,SKU-013,Home,454.51,2,0,200.46,61.41
2025-05-02,SKU-013,Home,454.51,2,0,450.71,76.59
2025-05-03,SKU-013,Home,454.51,2,0,390.22,69.74
2025-05-04,SKU-013,Home,454.51,2,1,796.3,91.86
2025-05-05,SKU-013,Home,454.51,2,0,434.89,70.27
2025-05-06,SKU-013,Home,454.51,2,1,435.2,87.14
2025-05-07,SKU-013,Home,454.51,2,0,472.17,62.18
2025-05-08,SKU-013,Home,454.51,2,0,406.26,63.86
2025-05-09,SKU-013,Home,454.51,2,0,459.05,65.06
2025-05-10,SKU-013,Home,454.51,2,1,574.34,89.37
2025-05-11,SKU-013,Home,454.51,2,0,209.69,68.67
2025-05-12,SKU-013,Home,454.51,2,0,302.37,65.2
2025-05-13,SKU-013,Home,454.51,2,0,466.44,56.75
2025-05-14,SKU-013,Home,454.51,2,0,407.41,64.62
2025-05-15,SKU-013,Home,454.51,2,0,377.66,62.92
2025-05-16,SKU-013,Home,454.51,2,0,527.33,64.02
2025-05-17,SKU-013,Home,454.51,2,0,633.82,78.73
2025-05-18,SKU-013,Home,454.51,2,1,774.69,93.65
2025-05-19,SKU-013,Home,454.51,2,0,334.51,69.8
2025-05-20,SKU-013,Home,454.51,2,0,436.16,62.16
2025-05-21,SKU-013,Home,454.51,2,0,429.84,66.43
2025-05-22,SKU-013,Home,454.51,2,0,362.16,68.64
2025-05-23,SKU-013,Home,454.51,2,0,203.69,61.95
